"Name","DisplayName","Enabled","Direction","Action","Profile","InterfaceType"
"FPS-ICMP6-ERQ-Out","File and Printer Sharing (Echo Request - ICMPv6-Out)","False","Outbound","Allow","Private, Public",
"FPS-NB_Name-In-UDP-NoScope","File and Printer Sharing (NB-Name-In)","False","Inbound","Allow","Domain",
"FPS-SpoolSvc-In-TCP-V2","File and Printer Sharing (Restrictive) (Spooler Service - RPC)","False","Inbound","Allow","Any",
"FPS-NB_Session-In-TCP","File and Printer Sharing (NB-Session-In)","False","Inbound","Allow","Private, Public",
"FPS-ICMP4-ERQ-In","File and Printer Sharing (Echo Request - ICMPv4-In)","False","Inbound","Allow","Private, Public",
"FPS-SpoolWorker-In-TCP-V2","File and Printer Sharing (Restrictive) (Spooler Service Worker - RPC)","False","Inbound","Allow","Any",
"FPS-SMB-In-TCP","File and Printer Sharing (SMB-In)","False","Inbound","Allow","Private, Public",
"FPS-SMB-Out-TCP-V2","File and Printer Sharing (Restrictive) (SMB-Out)","False","Outbound","Allow","Any",
"FPS-SMB-In-TCP-NoScope","File and Printer Sharing (SMB-In)","False","Inbound","Allow","Domain",
"FPS-ICMP6-ERQ-Out-NoScope","File and Printer Sharing (Echo Request - ICMPv6-Out)","False","Outbound","Allow","Domain",
"FPS-SpoolWorker-In-TCP-NoScope","File and Printer Sharing (Spooler Service Worker - RPC)","False","Inbound","Allow","Domain",
"FPS-ICMP4-ERQ-In-V2","File and Printer Sharing (Restrictive) (Echo Request - ICMPv4-In)","False","Inbound","Allow","Any",
"FPS-NB_Datagram-Out-UDP","File and Printer Sharing (NB-Datagram-Out)","False","Outbound","Allow","Private, Public",
"FPS-NB_Session-Out-TCP-NoScope","File and Printer Sharing (NB-Session-Out)","False","Outbound","Allow","Domain",
"FPS-ICMP6-ERQ-In","File and Printer Sharing (Echo Request - ICMPv6-In)","False","Inbound","Allow","Private, Public",
"FPS-ICMP4-ERQ-Out-V2","File and Printer Sharing (Restrictive) (Echo Request - ICMPv4-Out)","False","Outbound","Allow","Any",
"FPS-RPCSS-In-TCP-V2","File and Printer Sharing (Restrictive) (Spooler Service - RPC-EPMAP)","False","Inbound","Allow","Any",
"FPS-ICMP6-ERQ-In-NoScope","File and Printer Sharing (Echo Request - ICMPv6-In)","False","Inbound","Allow","Domain",
"FPS-NB_Name-Out-UDP","File and Printer Sharing (NB-Name-Out)","False","Outbound","Allow","Private, Public",
"FPS-NB_Datagram-In-UDP","File and Printer Sharing (NB-Datagram-In)","False","Inbound","Allow","Private, Public",
"FPS-ICMP4-ERQ-In-NoScope","File and Printer Sharing (Echo Request - ICMPv4-In)","False","Inbound","Allow","Domain",
"FPS-LLMNR-In-UDP","File and Printer Sharing (LLMNR-UDP-In)","False","Inbound","Allow","Any",
"FPS-LLMNR-Out-UDP","File and Printer Sharing (LLMNR-UDP-Out)","False","Outbound","Allow","Any",
"FPS-ICMP6-ERQ-In-V2","File and Printer Sharing (Restrictive) (Echo Request - ICMPv6-In)","False","Inbound","Allow","Any",
"{54400129-8D97-4950-A1D2-E388AE70F232}","WsToastNotification","True","Inbound","Allow","Any",
"microsoft.windowscommunicationsapps_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Mail and Calendar","True","Outbound","Allow","Domain, Private, Public",
"microsoft.windowscommunicationsapps_8wekyb3d8bbwe-In-Allow-ServerCapability","Mail and Calendar","True","Inbound","Allow","Domain, Private, Public",
"{F6CC4D49-6709-42C2-BF3C-CC34B0042E8F}","Apowersoft Watermark Remover","True","Inbound","Allow","Any",
"{0598D069-F753-44BE-A3B1-9A3F67C077D2}","Apowersoft Watermark Remover","True","Outbound","Allow","Any",
"{C8880EB7-78E9-417A-80E3-666B94DD2B64}","WsToastNotification","True","Inbound","Allow","Any",
"MicrosoftWindows.LKG.AccountsService_cw5n1h2txyewy-Out-Allow-AllCapabilities","@{MicrosoftWindows.LKG.AccountsService_1000.26100.3775.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.LKG.AccountsService/Resources/ProductPkgDisplayName}","True","Outbound","Allow","Domain, Private, Public",
"MicrosoftWindows.LKG.DesktopSpotlight_cw5n1h2txyewy-Out-Allow-AllCapabilities","@{MicrosoftWindows.LKG.DesktopSpotlight_1000.26100.3775.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.LKG.DesktopSpotlight/Resources/ProductPkgDisplayName}","True","Outbound","Allow","Domain, Private, Public",
"MicrosoftWindows.LKG.DesktopSpotlight_cw5n1h2txyewy-In-Allow-ServerCapability","@{MicrosoftWindows.LKG.DesktopSpotlight_1000.26100.3775.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.LKG.DesktopSpotlight/Resources/ProductPkgDisplayName}","True","Inbound","Allow","Domain, Private",
"MicrosoftWindows.LKG.IrisService_cw5n1h2txyewy-Out-Allow-AllCapabilities","@{MicrosoftWindows.LKG.IrisService_1000.26100.3775.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.LKG.IrisService/Resources/ProductPkgDisplayName}","True","Outbound","Allow","Domain, Private, Public",
"MicrosoftWindows.LKG.RulesEngine_cw5n1h2txyewy-Out-Allow-AllCapabilities","@{MicrosoftWindows.LKG.RulesEngine_1000.26100.3775.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.LKG.RulesEngine/Resources/ProductPkgDisplayName}","True","Outbound","Allow","Domain, Private, Public",
"MicrosoftWindows.LKG.SpeechRuntime_cw5n1h2txyewy-Out-Allow-AllCapabilities","@{MicrosoftWindows.LKG.SpeechRuntime_1000.26100.3775.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.LKG.SpeechRuntime/Resources/ProductPkgDisplayName}","True","Outbound","Allow","Domain, Private, Public",
"{D2EB6C55-0EA3-4716-9CFB-5F7355BC5788}","360 Total Security","True","Inbound","Allow","Public",
"{639E6B3C-983A-4C39-9ACC-8BDD3B10C69B}","360 Total Security","True","Inbound","Allow","Public",
"{BBA1F1C5-16CA-41A9-AB6F-DF4457A7899C}","360TsLiveUpd.exe","True","Inbound","Allow","Public",
"{7AB658A0-050B-49C3-85DA-E8AA47003366}","360TsLiveUpd.exe","True","Inbound","Allow","Public",
"{14C1A0B7-A118-44F6-8551-91228972FA60}","LiveUpdate360","True","Inbound","Allow","Public",
"{E6CBA7B1-85CE-46C1-ABFE-046F12C48863}","LiveUpdate360","True","Inbound","Allow","Public",
"{96670A91-7CFE-48AD-9E1C-FA1F4597272F}","HwDistributedMainService","True","Inbound","Allow","Any",
"{A65DFF83-2AC3-4498-A4C2-2B85B12D0FC2}","DISTRIBUTEDFILESERVICE","True","Inbound","Allow","Public",
"{34F308F5-866E-4D3F-ABF8-BACA95CA24F1}","DISTRIBUTEDFILESERVICE","True","Inbound","Allow","Public",
"{AB75C471-74B3-4706-AEFD-94916FA57B37}","DISTRIBUTEDFILESERVICE","True","Inbound","Allow","Any",
"{C9375B4A-8B8C-484E-B19D-247F91544CA6}","HMDFSSERVICE","True","Inbound","Allow","Public",
"{B91E1228-DE7D-4D8D-823E-3D7F0B5098E2}","HMDFSSERVICE","True","Inbound","Allow","Public",
"{8D0D18BF-23B3-44CB-8CFC-6D60D6489D9C}","HMDFSSERVICE","True","Inbound","Allow","Any",
"{2161FAE4-2CA0-45BA-BCB0-CEB0D6B2274B}","HWMIRROR","True","Inbound","Allow","Public",
"{C6B951AE-E059-4C47-B47B-4CB2EDDA3ABE}","HWMIRROR","True","Inbound","Allow","Public",
"{C6C32F80-79FE-47A7-804B-EF44A24416EB}","HWMIRROR","True","Inbound","Allow","Any",
"{1389DA9F-C835-4A23-AFC0-2E4024195A85}","WeLook","True","Inbound","Allow","Any",
"{5652AF1F-5F58-47B1-BD2D-16DBEF4A4EAB}","HWEXSCREEN","True","Inbound","Allow","Public",
"{54458EB3-64F4-4253-848E-6F6AB6BC2FC5}","HWEXSCREEN","True","Inbound","Allow","Public",
"{A59E5AD0-B4E1-4126-9E45-E2A5967EEE2B}","HWEXSCREEN","True","Inbound","Allow","Any",
"Microsoft.XboxGameOverlay_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Xbox Game Bar Plugin","True","Outbound","Allow","Domain, Private, Public",
"Microsoft.WindowsAlarms_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Windows Clock","True","Outbound","Allow","Domain, Private, Public",
"Microsoft.WindowsAlarms_8wekyb3d8bbwe-In-Allow-ServerCapability","Windows Clock","True","Inbound","Allow","Domain, Private",
"Microsoft.Windows.OOBENetworkCaptivePortal_cw5n1h2txyewy-Out-Allow-AllCapabilities","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public",
"Microsoft.WindowsTerminal_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Windows Terminal","True","Outbound","Allow","Domain, Private, Public",
"{CFE03D93-7D14-460B-82D0-E152EF0EC408}","360TsLiveUpd.exe","True","Inbound","Allow","Private",
"{FF40DF8C-9E0F-4C32-B46F-F2F4319FC59C}","360TsLiveUpd.exe","True","Inbound","Allow","Private",
"{139BA8EA-9F80-4E74-A1D6-42205DC1CB28}","DISTRIBUTEDFILESERVICE","True","Inbound","Allow","Private",
"{6E22F3B1-E470-49AF-A015-1BB715F25DC5}","DISTRIBUTEDFILESERVICE","True","Inbound","Allow","Private",
"{D869A1B7-D064-4729-BBE5-57FAEEA9D902}","HMDFSSERVICE","True","Inbound","Allow","Private",
"{B6292A86-3DF8-4F5B-89EE-C07E7EF1373C}","HMDFSSERVICE","True","Inbound","Allow","Private",
"{97801FB2-E32C-4DD1-9C65-434808F31356}","HWMIRROR","True","Inbound","Allow","Private",
"{2660AC65-ED8C-4B3C-9E39-44542B9C20DC}","HWMIRROR","True","Inbound","Allow","Private",
"{48B7C5E1-0968-42DE-8243-163023FA2F1A}","HWEXSCREEN","True","Inbound","Allow","Private",
"{05FBC4F0-8C93-42F3-8301-ED947D9FC214}","HWEXSCREEN","True","Inbound","Allow","Private",
"MicrosoftWindows.55182690.Taskbar_cw5n1h2txyewy-Out-Allow-AllCapabilities","@{MicrosoftWindows.55182690.Taskbar_1000.26100.4061.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.55182690.Taskbar/Resources/ProductPkgDisplayName}","True","Outbound","Allow","Domain, Private, Public",
"MicrosoftWindows.LKG.TwinSxS_cw5n1h2txyewy-Out-Allow-AllCapabilities","@{MicrosoftWindows.LKG.TwinSxS_1000.26100.4061.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.LKG.TwinSxS/Resources/ProductPkgDisplayName}","True","Outbound","Allow","Domain, Private, Public",
"Microsoft.Todos_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Microsoft To Do","True","Outbound","Allow","Domain, Private, Public",
"Microsoft.Todos_8wekyb3d8bbwe-In-Allow-ServerCapability","Microsoft To Do","True","Inbound","Allow","Domain, Private",
"Microsoft.WidgetsPlatformRuntime_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Widgets Platform Runtime","True","Outbound","Allow","Domain, Private, Public",
"Microsoft.SecHealthUI_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Windows Security","True","Outbound","Allow","Domain, Private, Public",
"Microsoft.SecHealthUI_8wekyb3d8bbwe-In-Allow-ServerCapability","Windows Security","True","Inbound","Allow","Domain, Private",
"{16B990C1-BC34-49E3-BB6C-3C6692BF9A53}","HIK-share","True","Inbound","Allow","Private",
"{CDBAE69C-330C-47EF-A7E3-EE3A7D8FA96E}","DaVinciResolve","True","Inbound","Allow","Private",
"{C4BE7B36-FF21-40B6-90AF-15C3342225C4}","DaVinciResolveBmdpaneld","True","Inbound","Allow","Private",
"{13F0E274-7D7B-46D0-9E1B-4A4287CE38D7}","DaVinciResolvePanel","True","Inbound","Allow","Private",
"{1964F7B6-6DF3-46A3-A400-A08B222A39EA}","DaVinciResolveJLCooper","True","Inbound","Allow","Private",
"{1AE88A4E-7944-4E00-B8D6-EFDCA37740F1}","DaVinciResolveEuphonix","True","Inbound","Allow","Private",
"{4F27F2C3-625B-46DC-9A6C-E48C632D1543}","DaVinciResolveTangent","True","Inbound","Allow","Private",
"{97F75552-8096-4284-ADF0-B8CE68EAF28B}","DaVinciResolveElements","True","Inbound","Allow","Private",
"{DF4EFEBC-0FA2-416E-8A15-8372C94A054F}","DaVinciResolveFuScript","True","Inbound","Allow","Private",
"Microsoft.XboxGamingOverlay_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Game Bar","True","Outbound","Allow","Domain, Private, Public",
"Microsoft.XboxGamingOverlay_8wekyb3d8bbwe-In-Allow-ServerCapability","Game Bar","True","Inbound","Allow","Domain, Private, Public",
"Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Feedback Hub","True","Outbound","Allow","Domain, Private, Public",
"Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe-In-Allow-ServerCapability","Feedback Hub","True","Inbound","Allow","Domain, Private",
"Microsoft.MicrosoftSolitaireCollection_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Solitaire & Casual Games","True","Outbound","Allow","Domain, Private, Public",
"Microsoft.MicrosoftSolitaireCollection_8wekyb3d8bbwe-In-Allow-ServerCapability","Solitaire & Casual Games","True","Inbound","Allow","Domain, Private",
"{FC09FAB8-4E9B-415F-8C56-3A213C4B53BA}","ms-resource:ProductPkgDisplayName","True","Inbound","Allow","Public",
"{BC0179AB-E172-461A-B247-6DDB95F09F05}","ms-resource:ProductPkgDisplayName","True","Inbound","Allow","Private",
"{6781B8A9-B34F-4466-B52A-710C8A44AD2D}","ms-resource:ProductPkgDisplayName","True","Inbound","Allow","Public",
"{76A8FF7F-5AD4-4D2B-852B-ECD0CBEEDCF7}","ms-resource:ProductPkgDisplayName","True","Inbound","Allow","Private",
"{8FD846EC-924B-48A2-8B62-F8D8BAE4627B}","ms-resource:ProductPkgDisplayName","True","Outbound","Allow","Public",
"{24008EA4-CE9E-41B7-9CA7-5286935E4664}","ms-resource:ProductPkgDisplayName","True","Outbound","Allow","Private",
"{F4647278-1E0E-49CB-8AD1-87146B09F2D0}","ms-resource:ProductPkgDisplayName","True","Outbound","Allow","Public",
"{1F5EBC48-C0FE-44E2-A38F-C489031A0B2E}","ms-resource:ProductPkgDisplayName","True","Outbound","Allow","Private",
"{D3090A4F-3740-4E4C-A5C6-B94A7A964E8B}","ms-resource:ProductPkgDisplayName","True","Inbound","Allow","Public",
"{8707C4FB-BF74-488D-BA65-A4C8530F4092}","ms-resource:ProductPkgDisplayName","True","Inbound","Allow","Private",
"{6E25F2FF-D8A0-44A8-AE23-348C344B5AB9}","ms-resource:ProductPkgDisplayName","True","Inbound","Allow","Public",
"{076596AD-FF40-4BFC-A041-E0C844369E61}","ms-resource:ProductPkgDisplayName","True","Inbound","Allow","Private",
"{CE6DFB16-689C-4834-8322-063CCC317B7E}","ms-resource:ProductPkgDisplayName","True","Outbound","Allow","Public",
"{BB41FCAF-2D5D-4623-BC44-ED484956E8BF}","ms-resource:ProductPkgDisplayName","True","Outbound","Allow","Private",
"{E6509B46-F2C6-40B1-9B80-88B5DCA46528}","ms-resource:ProductPkgDisplayName","True","Outbound","Allow","Public",
"{FA3539F9-BD93-43F2-9976-D0409F13434D}","ms-resource:ProductPkgDisplayName","True","Outbound","Allow","Private",
"Microsoft.LockApp_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Default Lock Screen","True","Outbound","Allow","Domain, Private, Public",
"{A5C47E45-A19D-403A-8CCF-800F7122B5D2}","AntDM","True","Inbound","Allow","Any",
"Microsoft.WindowsSoundRecorder_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Windows Sound Recorder","True","Outbound","Allow","Domain, Private, Public",
"Microsoft.Edge.GameAssist_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Microsoft Edge Game Assist","True","Outbound","Allow","Domain, Private, Public",
"{7D976D67-EC48-4712-95EA-BAF0F68C33A8}","ReasonLabs UI v1.6.0","True","Inbound","Allow","Any",
"{943C785D-6247-4146-9EEF-635D1D2E6345}","Steam","True","Inbound","Allow","Domain, Private, Public",
"{718836B7-F2D5-4E3C-BF90-AF0E2BFCCAD1}","Steam","True","Inbound","Allow","Domain, Private, Public",
"{76F528D8-4EF2-4514-A07A-B1E6B751DD6B}","Steam Web Helper","True","Inbound","Allow","Domain, Private, Public",
"{39B26441-8718-4E3C-91EE-E809C875B0C4}","Steam Web Helper","True","Inbound","Allow","Domain, Private, Public",
"ibisinc.ibisPaint_sxbx2qs82h9wr-Out-Allow-AllCapabilities","ibis Paint","True","Outbound","Allow","Domain, Private, Public",
"Microsoft.GamingApp_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Xbox","True","Outbound","Allow","Domain, Private, Public",
"Microsoft.GamingApp_8wekyb3d8bbwe-In-Allow-ServerCapability","Xbox","True","Inbound","Allow","Domain, Private",
"Microsoft.OfficePushNotificationUtility_8wekyb3d8bbwe-Out-Allow-AllCapabilities","OfficePushNotificationsUtility","True","Outbound","Allow","Domain, Private, Public",
"{276C74A2-5F58-4B04-90DC-C72000684560}","Unity Hub","True","Inbound","Allow","Domain",
"{DF0BEF2A-7235-4D06-83F7-42AC724FAD11}","Unity Hub","True","Inbound","Allow","Domain",
"MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Web Experience Pack","True","Outbound","Allow","Domain, Private, Public",
"Microsoft.StorePurchaseApp_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Store Experience Host","True","Outbound","Allow","Domain, Private, Public",
"Microsoft.StorePurchaseApp_8wekyb3d8bbwe-In-Allow-ServerCapability","Store Experience Host","True","Inbound","Allow","Domain, Private",
"Microsoft.DesktopAppInstaller_8wekyb3d8bbwe-Out-Allow-AllCapabilities","App Installer","True","Outbound","Allow","Domain, Private, Public",
"Microsoft.DesktopAppInstaller_8wekyb3d8bbwe-In-Allow-ServerCapability","App Installer","True","Inbound","Allow","Domain, Private",
"Microsoft.ZuneVideo_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Films & TV","True","Outbound","Allow","Domain, Private, Public",
"Microsoft.ZuneVideo_8wekyb3d8bbwe-In-Allow-ServerCapability","Films & TV","True","Inbound","Allow","Domain, Private",
"Microsoft.WindowsCamera_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Windows Camera","True","Outbound","Allow","Domain, Private, Public",
"Microsoft.WindowsCamera_8wekyb3d8bbwe-In-Allow-ServerCapability","Windows Camera","True","Inbound","Allow","Domain, Private",
"Microsoft.ZuneMusic_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Windows Media Player","True","Outbound","Allow","Domain, Private, Public",
"Microsoft.ZuneMusic_8wekyb3d8bbwe-In-Allow-ServerCapability","Windows Media Player","True","Inbound","Allow","Domain, Private",
"Microsoft.WindowsStore_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Microsoft Store","True","Outbound","Allow","Domain, Private, Public",
"Microsoft.WindowsStore_8wekyb3d8bbwe-In-Allow-ServerCapability","Microsoft Store","True","Inbound","Allow","Domain, Private, Public",
"{1320406D-96F5-4BB9-A1D8-7C38F8A5DC60}","ms-resource:ProductPkgDisplayName","True","Inbound","Allow","Public",
"{CFEE8104-D14D-4DE4-829F-DBB54D27A823}","ms-resource:ProductPkgDisplayName","True","Inbound","Allow","Private",
"{713DFF4D-1103-4D34-AF54-9A32DF78B2D3}","ms-resource:ProductPkgDisplayName","True","Inbound","Allow","Public",
"{AB2830C6-FC4E-4FB7-9029-B19D70C88376}","ms-resource:ProductPkgDisplayName","True","Inbound","Allow","Private",
"{F8515F0E-2EBB-43EB-B53F-36E73CCC0019}","ms-resource:ProductPkgDisplayName","True","Outbound","Allow","Public",
"{1F08F558-DC7C-4C8A-9F28-928CFFAF7379}","ms-resource:ProductPkgDisplayName","True","Outbound","Allow","Private",
"{204AA7B2-B743-4BAD-A640-27DE4E4B1921}","ms-resource:ProductPkgDisplayName","True","Outbound","Allow","Public",
"{3CFE4893-4EA7-4B2C-8125-6FD43CCB23C9}","ms-resource:ProductPkgDisplayName","True","Outbound","Allow","Private",
"{6CBB1B09-E4FA-46B3-ADC0-051BDAC5ED23}","ms-resource:ProductPkgDisplayName","True","Inbound","Allow","Public",
"{5AF11309-3EFE-4886-B99C-FD963B6C7B48}","ms-resource:ProductPkgDisplayName","True","Inbound","Allow","Private",
"{0BC2CDC4-1D74-487E-B13E-63CFFF0DCA24}","ms-resource:ProductPkgDisplayName","True","Inbound","Allow","Public",
"{0CA7CD08-A2EC-4F20-87A9-927FD5B1F20D}","ms-resource:ProductPkgDisplayName","True","Inbound","Allow","Private",
"{961FE6F3-5732-4BEB-8F8E-40410F88F450}","ms-resource:ProductPkgDisplayName","True","Outbound","Allow","Public",
"{FBBB9DE4-6662-48FA-8458-BDDA1811A9E9}","ms-resource:ProductPkgDisplayName","True","Outbound","Allow","Private",
"{69704B82-DC85-4E4A-B3F7-DF78A209C034}","ms-resource:ProductPkgDisplayName","True","Outbound","Allow","Public",
"{3387F64A-AE00-4BAD-84CE-2D733E8D88D0}","ms-resource:ProductPkgDisplayName","True","Outbound","Allow","Private",
"Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy-Out-Allow-AllCapabilities","Start","True","Outbound","Allow","Domain, Private, Public",
"Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy-In-Allow-ServerCapability","Start","True","Inbound","Allow","Domain, Private",
"MicrosoftWindows.Client.CBS_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Feature Experience Pack","True","Outbound","Allow","Domain, Private, Public",
"MicrosoftWindows.Client.CBS_cw5n1h2txyewy-In-Allow-ServerCapability","Windows Feature Experience Pack","True","Inbound","Allow","Domain, Private, Public",
"MicrosoftWindows.Client.Core_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Feature Experience Pack","True","Outbound","Allow","Domain, Private, Public",
"MicrosoftWindows.Client.Core_cw5n1h2txyewy-In-Allow-ServerCapability","Windows Feature Experience Pack","True","Inbound","Allow","Domain, Private",
"MicrosoftWindows.Client.OOBE_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Feature Experience Pack","True","Outbound","Allow","Domain, Private, Public",
"MicrosoftWindows.Client.OOBE_cw5n1h2txyewy-In-Allow-ServerCapability","Windows Feature Experience Pack","True","Inbound","Allow","Domain, Private, Public",
"{11326DB1-2460-4D94-8CF3-C9A374FB5F51}","Opera Internet Browser (mDNS-In)","True","Inbound","Allow","Any",
"Clipchamp.Clipchamp_yxz26nhyzhsrt-Out-Allow-AllCapabilities","Microsoft Clipchamp","True","Outbound","Allow","Domain, Private, Public",
"{63136B90-66AB-403C-BA83-6316F0E5B5F5}","Microsoft Office Outlook","True","Inbound","Allow","Private",
"{9BFD8CAD-7557-44F6-AAC4-2B996408E372}","Microsoft Lync","True","Inbound","Allow","Private",
"{D2B669F2-97BB-4F85-9A8B-C79FDF9E532B}","Microsoft Lync UcMapi","True","Inbound","Allow","Private",
"{750D0883-ADC5-4EAE-96D1-4FCF946A3FFA}","Microsoft Teams","True","Inbound","Allow","Any",
"{4DF938B3-47D1-49BD-B838-B86DDA4B2FAA}","Microsoft Teams","True","Inbound","Allow","Any",
"MSTeams_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Microsoft Teams","True","Outbound","Allow","Domain, Private, Public",
"MSTeams_8wekyb3d8bbwe-In-Allow-ServerCapability","Microsoft Teams","True","Inbound","Allow","Domain, Private, Public",
"{AFF89107-91C0-4299-81FE-1E1D114DD29B}","Google Play Games Service","True","Inbound","Allow","Any",
"{261E6DCD-0A80-44F7-B306-FA8E0C0EB185}","Google Play Games Service","True","Inbound","Allow","Any",
"Microsoft.WindowsMaps_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Windows Maps","True","Outbound","Allow","Domain, Private, Public",
"{7DA6D98E-E543-4DB8-9FDB-13BE827DDCD8}","Google Chrome (mDNS-In)","True","Inbound","Allow","Any",
"{F02CB855-FBBD-4E96-ACA8-0BD1B5C3B0D5}","Microsoft Edge (mDNS-In)","True","Inbound","Allow","Any",
"{1BA4CA75-CAA1-4845-B3BC-3BED56E2CE06}","Microsoft Edge (mDNS-In)","True","Inbound","Allow","Any",
"{21532DBB-4053-4CE3-8256-F5A1CF6FCEC5}","360 Total Security","True","Inbound","Allow","Private",
"{DDE91EE4-3062-4E6D-98E9-634CDDC65840}","360 Total Security","True","Inbound","Allow","Private",
"{3ACA3E06-94D0-440F-84BB-F98438842E37}","Avast Secure Browser (mDNS-In)","True","Inbound","Allow","Any",
"MicrosoftWindows.54792954.Filons_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Feature Experience Pack","True","Outbound","Allow","Domain, Private, Public",
"MicrosoftWindows.56978801.Voiess_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Feature Experience Pack","True","Outbound","Allow","Domain, Private, Public",
"MicrosoftWindows.57058570.Speion_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Feature Experience Pack","True","Outbound","Allow","Domain, Private, Public",
"MicrosoftWindows.57074904.InpApp_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Feature Experience Pack","True","Outbound","Allow","Domain, Private, Public",
"MicrosoftWindows.57074914.Livtop_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Feature Experience Pack","True","Outbound","Allow","Domain, Private, Public",
"MicrosoftWindows.Client.CoreAI_cw5n1h2txyewy-Out-Allow-AllCapabilities","Click to Do (preview)","True","Outbound","Allow","Domain, Private, Public",
"5319275A.WhatsAppDesktop_cv1g1gvanyjgm-Out-Allow-AllCapabilities","WhatsApp","True","Outbound","Allow","Domain, Private, Public",
"5319275A.WhatsAppDesktop_cv1g1gvanyjgm-In-Allow-ServerCapability","WhatsApp","True","Inbound","Allow","Domain, Private",
"{4032124C-7CC9-4288-A498-8E32552F12E5}","HwMdcCenter","True","Inbound","Allow","Any",
"{66870AA6-6F07-4FFE-921A-4588A92D179A}","MB Assistant","True","Inbound","Allow","Any",
"{4E1E22A0-2959-467A-9681-30D86E2BDF94}","360 Total Security","True","Inbound","Allow","Public",
"{9CC2768D-837C-4891-94EF-D90FB748A185}","360 Total Security","True","Inbound","Allow","Public",
"Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Microsoft 365 Copilot","True","Outbound","Allow","Domain, Private, Public",
"{BAAE6543-C810-452C-BE9B-39517DC33D2A}","Microsoft Edge (mDNS-In)","True","Inbound","Allow","Any",
"ROBLOXCORPORATION.ROBLOX_55nm5eh3cm0pr-Out-Allow-AllCapabilities","Roblox","True","Outbound","Allow","Domain, Private, Public",
"ROBLOXCORPORATION.ROBLOX_55nm5eh3cm0pr-In-Allow-ServerCapability","Roblox","True","Inbound","Allow","Domain, Private",
